ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"222.124.34.196","elite","AS7713","ID","Telekomunikasi Indonesia","240","PT. TELKOM INDONESIA","5678","socks4","34","5001","2021-08-31T11:31:38.633Z"
"177.125.211.1","elite","AS262354","BR","LIGUE MÔVEL LTDA","183","LIGUE MÓVEL LTDA","5678","socks4","36","N/A","2021-08-31T11:31:36.031Z"
"177.170.30.136","elite","AS26599","BR","Vivo","219","TELEF�NICA BRASIL S.A","5678","socks4","35","N/A","2021-08-31T11:31:35.209Z"
"177.142.32.251","elite","AS28573","BR","Claro S.A.","N/A","NET Serviços de Comunicação S.A.","5678","socks4","34","N/A","2021-08-31T11:31:34.294Z"
"154.127.128.160","elite","AS36907","AO","LAD-FTTH","196","TVCabo Angola, Lda","5678","socks4","34","N/A","2021-08-31T11:31:33.846Z"
"220.247.171.154","elite","AS9341","ID","PT Indonesia Comnets Plus","225","N/A","5678","socks4","37","N/A","2021-08-31T11:31:32.808Z"
"216.80.102.142","elite","AS6079","US","RCN","84","RCN Corporation","5678","socks4","35","5001","2021-08-31T11:31:31.811Z"
"180.149.235.30","elite","AS131464","BD","Digi Jadoo Broadband Ltd","280","Digi Jadoo Broadband Ltd","5678","socks4","34","565","2021-08-31T11:31:31.408Z"
"154.127.0.251","elite","AS30844","TZ","Liquid Telecommunications Ltd","275","N/A","5678","socks4","52","620","2021-08-31T11:31:31.344Z"
"154.86.12.41","elite","AS40065","HK","HK NEW CLOUD TECHNOLOGY LIMITED","160","HK NEW Cloud Technology Limited","1080","socks4","39","314","2021-08-31T11:31:29.744Z"
"181.112.188.90","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","134","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","37","5003","2021-08-31T11:31:29.894Z"
"151.9.3.170","elite","AS1267","IT","Wind TRE S.P.A.","358","Infostrada","5678","socks4","38","5001","2021-08-31T11:31:27.173Z"
"217.219.179.52","elite","AS58224","IR","DCI","298","Medical Science Univercity Of Golestan","4153","socks4","36","N/A","2021-08-31T11:31:26.470Z"
"168.232.14.202","elite","AS264932","BR","Staynet Servicos De Internet Ltda - ME","155","Staynet Servicos De Internet Ltda - ME","1080","socks4","34","N/A","2021-08-31T11:31:24.394Z"
"213.153.221.231","elite","AS34984","TR","Tellcom Main Network Statement","224","N/A","5678","socks4","46","5002","2021-08-31T11:31:23.794Z"
"177.124.225.106","elite","AS17222","BR","Mundivox LTDA","193","Mundivox LTDA","4145","socks4","36","5000","2021-08-31T11:31:23.657Z"
